,ordinal,date_info,name,title,content,category,advantages,disadvantages,rating,language,helpful,unhelpful,doubleQuality,verified,product_id,product_source,auction_number,product_name,product_url,product_origin,positivePhrases,neutralPhrases,negativePhrases
7146,7147,2021-10-16T09:09:13.971Z,a...1,,"Wygląda na to, że proszek dobry, nie robiony na wschód, tak jak te w sklepach w Polsce.",positive,,,5,POL,,,True,True,778c75b3-3423-4b14-8393-17b5d864d457,https://allegro.pl/,12646209462,"Proszek do prania kolorów Persil 8,45 kg",https://allegro.pl/oferta/de-persil-color-proszek-do-prania-8-45-kg-12646209462,DEU,0,0,0
7149,7150,2021-10-09T10:41:18.273Z,M...a,,Niemiecka chemia jest najlepsza.,positive,,,5,POL,,,True,True,778c75b3-3423-4b14-8393-17b5d864d457,https://allegro.pl/,12646209462,"Proszek do prania kolorów Persil 8,45 kg",https://allegro.pl/oferta/de-persil-color-proszek-do-prania-8-45-kg-12646209462,DEU,0,0,0
7172,7173,2021-06-02T06:48:18.183Z,p...s,,Prawdziwy niemiecki proszek pięknie pachnie,positive,,,5,POL,,,True,True,778c75b3-3423-4b14-8393-17b5d864d457,https://allegro.pl/,12646209462,"Proszek do prania kolorów Persil 8,45 kg",https://allegro.pl/oferta/de-persil-color-proszek-do-prania-8-45-kg-12646209462,DEU,1,0,0
7192,7193,2020-10-16T09:42:30.877Z,v...2,,W 100% zgodne z opisem a jakosc - wiadomo niemiecka....,positive,,,5,POL,,,True,True,778c75b3-3423-4b14-8393-17b5d864d457,https://allegro.pl/,12646209462,"Proszek do prania kolorów Persil 8,45 kg",https://allegro.pl/oferta/de-persil-color-proszek-do-prania-8-45-kg-12646209462,DEU,0,0,0
7211,7212,2021-03-09T21:43:42.347Z,M...a,,Lepszy niż Polski. Co niemiecki proszek to równa się doprane ubrania. Przy małym dziecku sprawdza się rewelacyjnie. Nie uczula. ,positive,,,5,POL,5.0,1.0,True,True,c84e054d-beb2-42d8-8e9a-5c2ddc2b0855,https://allegro.pl/,12646299899,"Proszek do prania uniwersalne Persil 8,45 kg",https://allegro.pl/oferta/de-persil-uniwersalny-proszek-do-prania-8-45-12646299899,DEU,0,0,0
7212,7213,2021-10-31T23:33:38.926Z,B...4,,"Świetny na ciężki brud. W pralce może nie mieć okazji, by pokazać pełnię swoich możliwości - polecam przed praniem powrócić do namaczania: max. 1/3 szklanki na umywalkę wody, rozpuścić w gorącej wodzie. Po ostygnięciu wrzucić do długiego namoczenia zszarzałą bieliznę, niegdyś białą bawełnę czy poplamione obrusy. Moczyć kilka godzin, co jakiś czas lekko przeprać i zostawić. Przy bardzo dużych zabrudzeniach może być potrzebna druga zmiana proszku z wodą i klejne godziny namaczania. Najwygodniej zostawiać na noc. Proszek pomaga odzyskać dawną śnieżną biel, czystość bielizny, odplamić obrusy ze starych plam, doprać białe skarpetki po spacerach boso. Genialny. Ale tylko opcja na rynek niemiecki (waga 8,45 kg) - holenderskie nie są tak skuteczne. Ten zawiera aż tyle niebieskich granulek, że barwi wodę na niebiesko. Polecam gorąco!",positive,"Skuteczność prania i odplamiania, odświeżanie bieli",Brak,5,POL,4.0,1.0,True,True,c84e054d-beb2-42d8-8e9a-5c2ddc2b0855,https://allegro.pl/,12646299899,"Proszek do prania uniwersalne Persil 8,45 kg",https://allegro.pl/oferta/de-persil-uniwersalny-proszek-do-prania-8-45-12646299899,DEU,1,0,0
7216,7217,2020-05-14T06:43:31.897Z,z...r,,Jak zwykle zachodnia jakość która widać już po pierwszym peaniu ,positive,,,5,POL,3.0,2.0,True,True,c84e054d-beb2-42d8-8e9a-5c2ddc2b0855,https://allegro.pl/,12646299899,"Proszek do prania uniwersalne Persil 8,45 kg",https://allegro.pl/oferta/de-persil-uniwersalny-proszek-do-prania-8-45-12646299899,DEU,0,0,0
7307,7308,2021-11-11T15:32:34.415Z,C...2,,"Dobry proszek, niemiecka jakość. Opakowania wystarczy na długo.",positive,,,5,POL,,,True,True,c84e054d-beb2-42d8-8e9a-5c2ddc2b0855,https://allegro.pl/,12646299899,"Proszek do prania uniwersalne Persil 8,45 kg",https://allegro.pl/oferta/de-persil-uniwersalny-proszek-do-prania-8-45-12646299899,DEU,0,0,0
7334,7335,2021-07-15T06:30:30.271Z,e...n,,super jakość...na zachodni rynek ,positive,,,5,POL,,,True,True,c84e054d-beb2-42d8-8e9a-5c2ddc2b0855,https://allegro.pl/,12646299899,"Proszek do prania uniwersalne Persil 8,45 kg",https://allegro.pl/oferta/de-persil-uniwersalny-proszek-do-prania-8-45-12646299899,DEU,1,0,0
7361,7362,2020-12-31T11:47:00.246Z,t...2,,"Dobrze pierze. Próbowałem tańszych niemieckich proszków z innych zakupów, ale żaden z nich nie spełniał moich oczekiwań. Lepiej dopłacić i kupić ten proszek. Polecam.",positive,Dobrze pierze.,Wysoka cena.,5,POL,,,True,True,c84e054d-beb2-42d8-8e9a-5c2ddc2b0855,https://allegro.pl/,12646299899,"Proszek do prania uniwersalne Persil 8,45 kg",https://allegro.pl/oferta/de-persil-uniwersalny-proszek-do-prania-8-45-12646299899,DEU,1,0,0
7362,7363,2020-12-29T21:35:18.626Z,M...r,,Najlepsze proszki od Niemchem,positive,,,5,POL,,,True,True,c84e054d-beb2-42d8-8e9a-5c2ddc2b0855,https://allegro.pl/,12646299899,"Proszek do prania uniwersalne Persil 8,45 kg",https://allegro.pl/oferta/de-persil-uniwersalny-proszek-do-prania-8-45-12646299899,DEU,0,0,0
7370,7371,2020-11-14T19:24:00.956Z,b...1,,super dopiera i co ważne na niemiecki rynek,positive,,,5,POL,,,True,True,c84e054d-beb2-42d8-8e9a-5c2ddc2b0855,https://allegro.pl/,12646299899,"Proszek do prania uniwersalne Persil 8,45 kg",https://allegro.pl/oferta/de-persil-uniwersalny-proszek-do-prania-8-45-12646299899,DEU,0,0,0
7522,7523,2021-10-07T10:01:26.028Z,m...z,,Proszek z metką niemiecką. Chyba nie trzeba nic więcej na ten temat pisać. Polecam,positive,,,5,POL,,,True,True,0bde05fd-c5cf-42a6-9f7e-5a200aec7b08,https://allegro.pl/,10608447129,"Proszek do prania kolorów Persil 7,02 kg",https://allegro.pl/oferta/persil-color-proszek-prania-kolor-108pr-7-02kg-10608447129,POL,1,0,0
7627,7628,2021-11-03T10:03:00.124Z,C...9,,Niemiecka jakosc super ,positive,,,5,POL,,,True,True,2e355683-efe0-41d7-9d6e-081264673005,https://allegro.pl/,12255799421,"Proszek do prania kolorów Persil 4,55 kg",https://allegro.pl/oferta/proszek-do-prania-do-kolorow-persil-4-55-kg-12255799421,POL,0,0,0
7662,7663,2022-01-25T19:42:17.038Z,j...a,,"Pierze jak polski produkt, a jest niemieckim produktem. No w skrócie nie ma szału... normalnie pachnie jak polski. nic szczególnego...",negative,,,2,POL,,1.0,True,True,2e355683-efe0-41d7-9d6e-081264673005,https://allegro.pl/,12255799421,"Proszek do prania kolorów Persil 4,55 kg",https://allegro.pl/oferta/proszek-do-prania-do-kolorow-persil-4-55-kg-12255799421,POL,0,0,0
7731,7732,2022-07-03T06:38:57.884Z,M...1,,"Proszek ma specyficzny niemiecki bardzo silny zapach, który nie każdemu może pasować.Jest bardziej zbity ,dlatego wygląda na mniejszą ilość od innych firm.",positive,,,5,POL,1.0,,True,True,a07ca2a6-fb13-444c-8614-c7564e130c55,https://allegro.pl/,6995695551,Proszek do prania kolorów Purox 10 kg,https://allegro.pl/oferta/niemiecki-proszek-do-prania-purox-kolor-10kg-folia-6995695551,DEU,0,0,0
7789,7790,2022-09-24T09:01:40.571Z,C...0,,"Widzę że większość ma rację. Te kilka negatywnych ocen jest wyssana z palca, zawsze znajdzie się ktoś, komu nic nie pasuje i zawsze będą biadolić. Proszek jest faktycznie dobry a nawet lepszy od tych 2 razy droższych. Po praniu ubrania wyglądają jak nowe. Bardzo ładnie pachnie i dość intensywnie. Ubranie po praniu pachną bardzo delikatnie, prawdopodobnie u każdego w innym natężeniu - różne pralki różnie płuczą. Dla mnie bardzo delikatny zapach jest na plus - nie chcę pachnieć proszkiem :) nawet jak ma przyjemny zapach.  Kod na opakowaniu pokazuje że był wyprodukowany w Niemczech a nie jak przy wielu proszkach - napisane że w wyprodukowany w Niemczech a kod mówi co innego. Jest tak jak inni piszą że jest różnica w objętości i tej samej masy w porównaniu z innymi proszkami. Proszek na swoją objętość jest ciężki, ale to w niczym mi nie przeszkadza, widocznie tak ma być - ważne jest to że robi swoje. Ludzie chwalą swoje drobie proszki, przodujących firm bo wydali na nie kupę pieniędzy i uwierzyli reklamie robiącej pranie mózgu a w rzeczywistości nie są takie dobre jak się o nich mówi. Dobra reklama i plotki ludzi z byle czego ""zrobi"" świetny produkt w który uwierzą tłumy... Z pewnością kupię ten proszek ponownie, oby firma utrzymała tę jakość i przez oszczędności i jakości surowców nie ""spadli"" w dół, tak jak to robią przodujące firmy proszków. Przy innych proszkach swędzą mnie oczy i cieknie z nosa, przy tym nie. Ten proszek jest godny polecenia.",positive,Dobrze pierze i ładnie pachnie.,,5,POL,,,True,True,a07ca2a6-fb13-444c-8614-c7564e130c55,https://allegro.pl/,6995695551,Proszek do prania kolorów Purox 10 kg,https://allegro.pl/oferta/niemiecki-proszek-do-prania-purox-kolor-10kg-folia-6995695551,DEU,2,0,0
7828,7829,2022-08-28T11:01:19.834Z,C...1,,Proszę najtańszy nie dociera nic i pachnie tylko w opakowaniu . Przy rozwieszaniu nie czuć NIC.  POLSKIE najtańsze proszki są tak samo nic nie warte co NIEMIECKIE najtansze,negative,,,1,POL,,,True,True,a07ca2a6-fb13-444c-8614-c7564e130c55,https://allegro.pl/,6995695551,Proszek do prania kolorów Purox 10 kg,https://allegro.pl/oferta/niemiecki-proszek-do-prania-purox-kolor-10kg-folia-6995695551,DEU,0,0,0
8068,8069,2022-03-02T20:21:27.953Z,e...b,,Towar nie ustępuje produktom w marketach. Wydaje mi się że jest nawet lepszy. No i fajnie pachnie pranie.,positive,,,5,POL,,,True,True,a07ca2a6-fb13-444c-8614-c7564e130c55,https://allegro.pl/,6995695551,Proszek do prania kolorów Purox 10 kg,https://allegro.pl/oferta/niemiecki-proszek-do-prania-purox-kolor-10kg-folia-6995695551,DEU,0,0,0
8332,8333,2021-03-21T19:33:21.257Z,U...1,,"Osobiście go nie używam, ale moja baba jest zachwycona tym proszkiem. Mówi, że pierze znacznie lepiej od proszków z sieci dyskontów (tej z owadem, oraz tej niemieckiej). Za te cenę jest na prawdę dobry. Kupiłem 20kg jako prezent na dzień kobiet i prezent okazał się być bardzo trafiony.",positive,"dobrze pierze, ładnie pachnie, duże opakowanie",,5,POL,,,True,True,a07ca2a6-fb13-444c-8614-c7564e130c55,https://allegro.pl/,6995695551,Proszek do prania kolorów Purox 10 kg,https://allegro.pl/oferta/niemiecki-proszek-do-prania-purox-kolor-10kg-folia-6995695551,DEU,0,0,0
8389,8390,2020-11-24T06:39:24.293Z,t...y,,Cena idzie w parze z jakością. Nie jest to niemiecki proszek ani też klasy niemieckiego np. persila. Być może jest to produkt na export albo chwyt marketingowy. Bądź co bądź i tak warty zakupu.,positive,,,5,POL,,,True,True,a07ca2a6-fb13-444c-8614-c7564e130c55,https://allegro.pl/,6995695551,Proszek do prania kolorów Purox 10 kg,https://allegro.pl/oferta/niemiecki-proszek-do-prania-purox-kolor-10kg-folia-6995695551,DEU,0,0,0
8526,8527,2020-04-10T12:38:05.648Z,G...i,,"Proszek wg. opisu powinien być niemiecki, a jest wyprodukowany w Polsce. Wiadomo, że produkty oryginalne niemieckie lub na rynek niemiecki są lepszej jakości, a na polski są gorsze, nawet robione przez firmy niemieckie.",neutral,,,3,POL,,,True,True,a07ca2a6-fb13-444c-8614-c7564e130c55,https://allegro.pl/,6995695551,Proszek do prania kolorów Purox 10 kg,https://allegro.pl/oferta/niemiecki-proszek-do-prania-purox-kolor-10kg-folia-6995695551,DEU,0,0,0
8629,8630,2019-10-27T17:51:02.932Z,a...a,,pomimo produkcji przez clovin proszek trochę lepszy od normalnych krajowych serii,positive,,,5,POL,,,True,True,a07ca2a6-fb13-444c-8614-c7564e130c55,https://allegro.pl/,6995695551,Proszek do prania kolorów Purox 10 kg,https://allegro.pl/oferta/niemiecki-proszek-do-prania-purox-kolor-10kg-folia-6995695551,DEU,0,0,0
8688,8689,2019-07-19T13:22:43.075Z,m...7,,niemożliwe? niemiecki a do niczego,negative,,,2,POL,,,True,True,a07ca2a6-fb13-444c-8614-c7564e130c55,https://allegro.pl/,6995695551,Proszek do prania kolorów Purox 10 kg,https://allegro.pl/oferta/niemiecki-proszek-do-prania-purox-kolor-10kg-folia-6995695551,DEU,0,0,0
8778,8779,2019-02-05T09:30:26.294Z,A...4,,Proszek na pewno nie jest niemiecki. Jest to podróba. Bardzo się zawiodłam bo nawet najmniejszych  plam nie odpiera ani w 40' ani w 60 stopniach. Wyrzuciłam pieniądze w błoto. Nie polecam!,negative,,,1,POL,,,True,True,a07ca2a6-fb13-444c-8614-c7564e130c55,https://allegro.pl/,6995695551,Proszek do prania kolorów Purox 10 kg,https://allegro.pl/oferta/niemiecki-proszek-do-prania-purox-kolor-10kg-folia-6995695551,DEU,1,0,1
8831,8832,2018-11-26T14:23:42.518Z,s...3,,"proszek OK.zapach intensywny przyjemny.pierze dobrze,ciuchy pachną.niemiecka chemia zawsze była o niebo lepsza niż nasza.biorąc na ręke dwa proszki tej samej firmy niemiecki i polski wyglądają jak dwa różne.czyli nie niemcy a nasi nas szwabią.",positive,,,5,POL,,,True,True,a07ca2a6-fb13-444c-8614-c7564e130c55,https://allegro.pl/,6995695551,Proszek do prania kolorów Purox 10 kg,https://allegro.pl/oferta/niemiecki-proszek-do-prania-purox-kolor-10kg-folia-6995695551,DEU,0,0,0
8947,8948,2019-11-08T15:24:44.460Z,j...y,,"Ten proszek używam już po raz kolejny i testowała tez teściowa. Nadzwyczaj dobrze się sprawuje. O wiele lepszy od kupowanego kiedyś w Lidlu - proszek Czeski. Dobrze sie rozpuszcza i nie zostawia smug, czy śladów.. Polecam, warto przetestować..",positive,,,5,POL,8.0,,True,True,14fdf0d3-4919-4442-8501-14a3c3ca7a0a,https://allegro.pl/,12424017283,Proszek do prania kolorów Wasch Pulver 9 kg,https://allegro.pl/oferta/waschpulver-proszek-do-prania-de-18kg-zestaw-12424017283,DEU,1,0,0
8951,8952,2019-03-15T22:30:34.585Z,C...8,,ten proszek niby niemiecki on nawet nie stał przy takim!,negative,,,1,POL,8.0,3.0,True,True,14fdf0d3-4919-4442-8501-14a3c3ca7a0a,https://allegro.pl/,12424017283,Proszek do prania kolorów Wasch Pulver 9 kg,https://allegro.pl/oferta/waschpulver-proszek-do-prania-de-18kg-zestaw-12424017283,DEU,0,0,0
9148,9149,2020-03-21T14:24:31.916Z,w...1,,Proszek WaschPulver na pewno lepszy niż proszki z marketu. Zapach po praniu niewyczuwalny. Skuteczny. Polecam. ,neutral,,,3,POL,,,True,True,14fdf0d3-4919-4442-8501-14a3c3ca7a0a,https://allegro.pl/,12424017283,Proszek do prania kolorów Wasch Pulver 9 kg,https://allegro.pl/oferta/waschpulver-proszek-do-prania-de-18kg-zestaw-12424017283,DEU,1,0,0
9587,9588,26.04.2022,E.,Vorsicht,Ich hatte schon Mal Waschmittel bestellt da war alles super. Dieses Mal waren große Glassplitter drin. Nicht zu empfehlen.,negative,,,1,DEU,0.0,,True,True,82b4a805-4b4b-46a9-96d9-6feb3c869207,https://www.amazon.de,B004DNVFKY,"Weißer Riese Universal Washing Powder, Eco-Friendly Laundry Detergent with Summer Fragrance, 1 x Bumper Pack (1 x 100 Wash Loads)",https://www.amazon.de/-/en/Universal-Washing-Eco-Friendly-Detergent-Fragrance/dp/B004DNVFKY/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,DEU,0,0,0
10259,10260,04.12.2016,Frau Mo.,Neuer Duft?,"Ich war mit dem Citrus Waschpulver immer sehr zufrieden, gerade wegen des stark citronigen Duftes. Scheinbar wurde mir der neuen Verpackung nun auch die Rezeptur verändert. Es riecht nun eher blumig-frisch. Schade! Fand ich vorher besser.. Das Waschergebnis scheint aber unverändert gut zu sein.",neutral,,,3,DEU,5.0,,True,True,7a0d8763-7b09-486e-994e-4bdcb7d04775,https://www.amazon.de,B00Q8POCS2,Frosch Citrus Washing Powder Pack of 5 x 18 WL,https://www.amazon.de/-/en/Frosch-Citrus-Washing-Powder-Pack/dp/B00Q8POCS2/ref=cm_cr_arp_d_product_top?ie=UTF8,DEU,0,0,0
10423,10424,29.06.2020,Jan Ab….,Schöne tabs,"Ich habe diese Tabs bestellt da ich beruflich sehr viel unterwegs bin.. Ich bin sehr zufrieden mit den Tabs. Für eine Handwäsche im Waschbecken aber etwas stark dosiert - Das tut man ja eigentlich nicht, aber wenn man wie ich Weltweit unterwegs ist muss man so manchmal handeln.. Ich bin eigentlich sehr zufrieden!. ----. Leider muss ich meine Bewertung korrigieren.. In Box 2 und 3 waren sehr viele Pods ""verklebt"" so wie es auf den Bildern ist.. Eigentlich sehr schade!",negative,,,2,DEU,2.0,,True,True,d5adb1c0-d103-4076-bb78-2267a614265c,https://www.amazon.pl,B074KL2SRR,"Ariel 3 w 1 kapsułki do detergentów 114 lavados Color, (38 x 3) mycie",https://www.amazon.pl/Ariel-kapsulki-detergentów-lavados-Color/dp/B074KL2SRR/ref=cm_cr_arp_d_product_top?ie=UTF8&th=1,FRA,0,0,0
11754,11755,16.04.2019,J. Walter,"Preis ok, aber duftet nicht",Habe mir die Pods aufgrund des günstigen Preises bestellt. Hatte sie zuvor schon aus dem Drogeriemarkt. Musste leider feststellen das die Wäsche überhaupt nicht so gut riecht wie aus dem Drogeriemarkt. Habe mir die anderen wieder geholt und alles duftet wunderbar.,neutral,,,3,DEU,0.0,,True,True,62fee1c3-5200-4b8f-a80a-9b6df1468747,https://www.amazon.pl,B0751HV9WQ,"Ariel 3 w 1 PODS środek piorący, 114 cykli prania (1 x 3 x 38 pracy)",https://www.amazon.pl/Ariel-środek-piorący-cykli-prania/dp/B0751HV9WQ/ref=sr_1_196?__mk_pl_PL=ÅMÅŽÕÑ&crid=108TBCSOG5JDW&keywords=persil+proszek+do+prania&qid=1664906932&sprefix=persil+proszek+do+prania%2Caps%2C121&sr=8-196,GBR,0,0,0
13795,13796,09.04.2019,Lachsfrischkäse,"Macht gut sauber, wenn die WaMa stimmt","Diese Caps sind echt gut, wenn die WaMa nicht eine Wasserspar-Maschine ist. Die Miele meiner Eltern schafft es tatsächlich nicht, die gelartige Umhüllung aufzulösen, es finden sich schleimige Reste an der Bekleidung.. Aber mit dieser Maschine haben wir auch insgesamt Probleme, ein Waschmittel zu finden, was sich gut rauswäscht.. Mit meiner Bosch und der AEG meiner Schwester hingegen gibt es überhaupt keine Probleme. Beides etwas ältere Waschmaschinen, die viel mehr Wasser zum Waschen benötigen.. Die Caps lösen sich hier bei 40 Grad komplett auf, es finden sich keine Rückständer mehr auf der Wäsche.. Alles wird sauber und riecht gut, aber nicht penetrant.. Praktisch, wenn man eine volle Maschine hat, und einfach die Caps mit in die Trommel wirft.. Da ich aber oft halbvolle Maschinen wasche, werde ich bei meinem normalen Waschmittel bleiben.. Fazit: gutes Produkt, wenn man keine Spar-Waschmaschine hat.",positive,,,4,DEU,1.0,,True,False,a1a35a0e-0d12-4551-98a9-800de9adf278,https://www.amazon.pl,B07L27QG9R,"Persil Uniwersalny środek piorący Duo-Caps (112 prania), środek piorący z aktywnym rozpuszczalnikiem plam i formułą Persil dla promiennej czystości",https://www.amazon.pl/Persil-Uniwersalny-rozpuszczalnikiem-promiennej-czystości/dp/B07L27QG9R/ref=sr_1_50?crid=33P5P0604IKF9&keywords=ariel%2Bproszek%2Bkolor&qid=1664882336&sprefix=ariel%2Bproszek%2Caps%2C110&sr=8-50&th=1,HUN,0,0,0
14238,14239,08.08.2020,GM in CT,Five Stars!,"I've purchased Persil 5 times over two years now, and I couldn't be happier. This evidently is the same German formula that I used in Austria, and it cleans better than any American-made detergent that I have ever used. My whites are brighter than what Tide used to do, and the clothes are noticeably cleaner overall, and is a great stain-fighter. I use it in my HE machine and have never had an issue. I will take almost any European made product over it's American made counterpart any day. Five stars all the way.",positive,,,5,OT: (Recenzowano w Stanach Zjednoczonych 🇺🇸 w dniu 8 sierpnia 2020),0.0,,True,False,c84e054d-beb2-42d8-8e9a-5c2ddc2b0855,https://www.amazon.pl,B07NPY6V8L,"Persil Uniwersalny proszek do prania (50 prania), środek piorący z technologią głębokiego czyszczenia plus zwalcza uporczywe plamy zapewniające promienną czystość",https://www.amazon.pl/Persil-Uniwersalny-technologią-czyszczenia-zapewniające/dp/B07NPY6V8L/ref=sr_1_7?__mk_pl_PL=ÅMÅŽÕÑ&crid=108TBCSOG5JDW&keywords=persil%2Bproszek%2Bdo%2Bprania&qid=1664903027&sprefix=persil%2Bproszek%2Bdo%2Bprania%2Caps%2C121&sr=8-7&th=1,DEU,0,0,0
14240,14241,30.01.2021,PhotoGraphics,But is it better,"This must be one of the most misunderstood products I can think of. And there are countless reviews for the brand name but it’s almost impossible to tell which of the many variances they are talking about, especially the one about the product that’s made for the Americas is not in any way the same as what is made for and sold in Germany. I can only advise to read every word of the product description to be sure you are getting what you expect. The other thing is the huge pricing variance, it is substantial and if you are required to pay to get it sent to you that can almost double the price, a box of detergent is very heavy.. I have been getting the 44 load size for a long time until the price skyrocketed. And while that can change daily or even minute to minute this time I ended up with the 100 loads megapack. I included a photo to show the size difference, it is not a minor detail. But it was the best deal at the time and we will use it – eventually.. As far as how good it cleans, you can read all 10,000 reviews and still not know how it will work in your washer, with your water, on your clothes. There is only one way to know that which is to buy it and try it for yourself. I can only advise that if you get the real stuff directly from Germany you will probably find that what everyone is saying is true. This is probably the best laundry detergent you can get.",positive,,,5,OT: (Recenzowano w Stanach Zjednoczonych 🇺🇸 w dniu 30 stycznia 2021),0.0,,True,False,c84e054d-beb2-42d8-8e9a-5c2ddc2b0855,https://www.amazon.pl,B07NPY6V8L,"Persil Uniwersalny proszek do prania (50 prania), środek piorący z technologią głębokiego czyszczenia plus zwalcza uporczywe plamy zapewniające promienną czystość",https://www.amazon.pl/Persil-Uniwersalny-technologią-czyszczenia-zapewniające/dp/B07NPY6V8L/ref=sr_1_7?__mk_pl_PL=ÅMÅŽÕÑ&crid=108TBCSOG5JDW&keywords=persil%2Bproszek%2Bdo%2Bprania&qid=1664903027&sprefix=persil%2Bproszek%2Bdo%2Bprania%2Caps%2C121&sr=8-7&th=1,DEU,0,0,0
14249,14250,03.10.2022,Total Darkness,The Nuclear Option,"What to do with clothes from a sweaty dirty job? Tried the best American detergents but still not fully satisfied. Read about original German Persil and its “magic” cleaning power quite by accident. Ordered a box for the heck of it and put it to the test. Just dumped a whole load of nasty uniforms and the middle dosage of Persil into the washer with no presoaks or collar pretreatment and ran a normal warm cycle with extra rinse ( I am sensitive to detergent) as I usually do. Amazing! Clean uniforms right out of the box! I thought maybe I’d fallen for the hype but after using this detergent for a few months exclusively, several of my coworkers asked me right out of the blue, how do I keep my uniforms so fresh!. The detergent also rinses completely so no problems with sensitivity. It is expensive but worth every penny. To save money I use American Persil (just not as effective as the German but still better than Tide) and keep the German stuff for the last resort.",positive,,,5,OT: (Opinia napisana w Stanach Zjednoczonych dnia 3 października 2022),0.0,,True,False,c84e054d-beb2-42d8-8e9a-5c2ddc2b0855,https://www.amazon.pl,B07NPY6V8L,"Persil Uniwersalny proszek do prania (50 prania), środek piorący z technologią głębokiego czyszczenia plus zwalcza uporczywe plamy zapewniające promienną czystość",https://www.amazon.pl/Persil-Uniwersalny-technologią-czyszczenia-zapewniające/dp/B07NPY6V8L/ref=sr_1_7?__mk_pl_PL=ÅMÅŽÕÑ&crid=108TBCSOG5JDW&keywords=persil%2Bproszek%2Bdo%2Bprania&qid=1664903027&sprefix=persil%2Bproszek%2Bdo%2Bprania%2Caps%2C121&sr=8-7&th=1,DEU,0,0,0
14252,14253,12.12.2020,M. Herline,Worth the Money,I got hooked on Persil when we lived in Europe. Amazing stuff. I no will only use the powder and not the liquid detergent that is marketed in the states. A little goes a long way and the clothes are clean and last longer. A must have!!,positive,,,5,OT: (Opinia napisana w Stanach Zjednoczonych dnia 12 grudnia 2020),7.0,,True,True,c84e054d-beb2-42d8-8e9a-5c2ddc2b0855,https://www.amazon.pl,B07NPY6V8L,"Persil Uniwersalny proszek do prania (50 prania), środek piorący z technologią głębokiego czyszczenia plus zwalcza uporczywe plamy zapewniające promienną czystość",https://www.amazon.pl/Persil-Uniwersalny-technologią-czyszczenia-zapewniające/dp/B07NPY6V8L/ref=sr_1_7?__mk_pl_PL=ÅMÅŽÕÑ&crid=108TBCSOG5JDW&keywords=persil%2Bproszek%2Bdo%2Bprania&qid=1664903027&sprefix=persil%2Bproszek%2Bdo%2Bprania%2Caps%2C121&sr=8-7&th=1,DEU,0,0,0
14257,14258,18.03.2022,yvnrg1981,WOW....this stuff is Amazing!!!,German engineering at its best. Can never go back to US products.,positive,,,5,OT: (Opinia napisana w Stanach Zjednoczonych dnia 18 marca 2022),1.0,,True,True,c84e054d-beb2-42d8-8e9a-5c2ddc2b0855,https://www.amazon.pl,B07NPY6V8L,"Persil Uniwersalny proszek do prania (50 prania), środek piorący z technologią głębokiego czyszczenia plus zwalcza uporczywe plamy zapewniające promienną czystość",https://www.amazon.pl/Persil-Uniwersalny-technologią-czyszczenia-zapewniające/dp/B07NPY6V8L/ref=sr_1_7?__mk_pl_PL=ÅMÅŽÕÑ&crid=108TBCSOG5JDW&keywords=persil%2Bproszek%2Bdo%2Bprania&qid=1664903027&sprefix=persil%2Bproszek%2Bdo%2Bprania%2Caps%2C121&sr=8-7&th=1,DEU,0,0,0
14380,14381,12.12.2021,BW,Quality Product,"This is the only detergent we use in out front-load washer. We were told at one time to only use the Persil from Europe, and that is what we have done.. We have never had a detergent-related issue with our washer.",positive,,,5,OT: (Opinia napisana w Kanadzie dnia 12 grudnia 2021),2.0,,True,True,2e355683-efe0-41d7-9d6e-081264673005,https://www.amazon.pl,B07PXZXVLJ,"Persil Color proszek (50 prań), środek do prania kolorowych tkanin z technologią Tiefenrein-Plus zwalcza uporczywe plamy, proszek do prania dla jasnych kolorów",https://www.amazon.pl/Persil-kolorowych-technologią-Tiefenrein-Plus-uporczywe/dp/B07PXZXVLJ/ref=sr_1_35?crid=33P5P0604IKF9&keywords=ariel%2Bproszek%2Bkolor&qid=1664881059&sprefix=ariel%2Bproszek%2Caps%2C110&sr=8-35&th=1,DEU,0,0,0
14385,14386,19.05.2020,Ross,German Cleaning Power,Top notch laundry detergent. I miss this detergent since I lived abroad in Europe for a year.. Wish we had this here but North Americans dislike good quality and measuring detergent.. I'd buy again if less than $100...,positive,,,5,OT: (Opinia napisana w Kanadzie dnia 19 maja 2020),0.0,,True,True,2e355683-efe0-41d7-9d6e-081264673005,https://www.amazon.pl,B07PXZXVLJ,"Persil Color proszek (50 prań), środek do prania kolorowych tkanin z technologią Tiefenrein-Plus zwalcza uporczywe plamy, proszek do prania dla jasnych kolorów",https://www.amazon.pl/Persil-kolorowych-technologią-Tiefenrein-Plus-uporczywe/dp/B07PXZXVLJ/ref=sr_1_35?crid=33P5P0604IKF9&keywords=ariel%2Bproszek%2Bkolor&qid=1664881059&sprefix=ariel%2Bproszek%2Caps%2C110&sr=8-35&th=1,DEU,0,0,0
