content,doubleQuality
jest ok ale bez szału,0
zamawiałam proszek in a dostałam uniwersalny           ,0
ok,0
pudełko mogło być zapakowane folią w czasie transportu jeden róg został delikatnie wgnieciony  na szczęście nie zostało przerwane,0
bardzo dobry proszek,0
żona zadowolona czyli polecam,0
dla mnie super  ładnie pachnie i dobrze dopiera ,0
polecam,0
polecam  intntensywny zapach,0
wszystko ok polecam ,0
ok,0
super jakość,0
polecam,0
jest ok szału nie ma ale jest git,0
super ,0
produkt ok,0
nigdy więcej na stronie napisane proszek niemiecki a to nie jest proszek niemiecki nie rozpuszcza się nie pachnie wszystko na nie,0
pierze dobrze,0
dobra jakość rozsadna cena,0
spodziewałem się większej mocy prania,0
proszek rewelacyjny zapach super pierze ubrania  polecam ,0
nie polecam,0
dobra jakość  polecam innym,0
fajny proszek ładnie pachnie jest wydajny,0
ok,0
pięknie pachnie ,0
polecam,0
polecam ,0
porównywalny z naszym vizirem jestem zadowolona ,0
polecam,0
dobra jakośćbez uwag korzystam z niego już kolejny raz ,0
super proszek ,0
proszek ładnie pachnie i dobrze dopiera ubrania ,0
stosunek jakości do ceny bardzo dobry zamieniliśmy vizir na gama i w jakości prania nie ma różnicy,0
jest wydajny skoda że nie czuć zapachu ,0
ok,0
to już nie ten vizir co kiedyś ,0
ok,0
dobry proszek w świetnej cenie,0
proszek wydaje się na ok ale nie dopiera plam nie jest godny polecenia,0
polecam proszek,0
ok,0
ok,0
super,0
proszek w porządku pierze,0
wszystko szybko i sprawnie polecam,0
ok,0
super,0
pięknie pachnie ,0
super ,0
ok,0
proszek jak proszek pierze i tyle ale jakichś specjalnych efektów nie zauważyłem,0
zdecydowanie polecam proszek dobrze pierze  ładnie pachnie ,0
jest ok ale jakość taka sobie,0
ładnie dopiera nawet najwieksze plamy ladnie pachnie,0
ok,0
polecam ,0
super proszek bardzo dobrze dopiera ciuszki syna ,0
zwykly proszek,0
ok,0
żona zadowolona ,0
ok,0
bardzo dobry produkt  polecam,0
wszystko ok polecam,0
dobra jakość proszku,0
wszystko w jak najlepszym porządku,0
produkcja w hiszpanii ,0
bardzo dobrze pierze zarówno kolory jak i białe,0
polecam ,0
dobry,0
jak zawsze super zapach i wydajność,0
polecam ,0
produkt godny polecenia,0
zgodny z opisem wydajny polecam,0
bardzo opłacalny zestaw każdemu kto dużo pierze nie trzeba zachwalać vizira ,0
dobra jakość dopiera nawet mocne zabrudzenia,0
pachnie pięknie i jest łagodny nie uczula dla dzieci ,0
świetny produkt ,0
super ,0
polecam ten produkt ,0
bardzo dobry proszekładny zapach,0
ładnie pachnie ,0
wszystko ok,0
ok,0
produkt zgodny z opisemładnie pachniena pewno jeszcze go kupię,0
dobry stosunek jakośćcena,0
prać pierze skarpety jak nowe,0
świetny proszek polecam bardzo gorąco,0
polecam w  ,0
świetny proszę polecam,0
bardzo dobry proszek polecam,0
pachnie ladnie,0
jestem zadowolony z jakości prania,0
mam mieszane uczucia niektóre rzeczy musiałam wyprać dwa razy ,0
bardzo dobry produkt przyjemny zapach usuwa zaschnięte plamy,0
polecam ,0
bardzo dobry proszek jak za taką cenę polecam,0
dobrze dopiera zabrudzenia,0
polecam,0
wszystko ok polecam,0
bez uwag,0
najlepszy proszek,0
dobra jakość,0
proszek do wszystkich rodzajów tkanin i wszystkich kolorów co jest bardzo wygodne ,0
bardzo dobry proszek polecam,0
dopiera nawet najwieksze zabrudzenia,0
bardzo dobrze nie było żadnych problemów,0
super proszek świetnie się wypłukuje nie pozostawia śladów na ubraniach ładnie dopiera,0
super produkt polecam,0
polecam,0
polecam,0
polecam,0
okej,0
piękny zapach ładnie pierze,0
jest ok,0
proszek ok pierze,0
polecam,0
"zapach ekstra  działanie o wiele lepsze niż dostępnego w naszych sklepach
warty polecenia nie zosatwia nawet śladów na ciemniejszych ubraniach",0
ladnie pachnie,0
ok,0
polecam,0
ok ,0
liczyłem na lesze efekty,0
dobrze pierzerozpuszcza sięładnie pachnie,0
szybko sprawnie profesjonalnie ,0
nie zauważyłem różnicy od polskich proszków ,0
ładnie pierze ,0
ok,0
polecam,0
super długo utrzymuje zapach wypranych ubrań,0
polecam,0
kupiony po raz kolejny jakość nadal superpolecam,0
polecam najwyższa jakość,0
polecam,0
polecam,0
polecam,0
używam go regularnie jestem zadowolony,0
ok,0
ok,0
ok,0
ok,0
bardzo dobry i wydajny proszek spieras plamy i pięknie pachnie,0
polecam sprzedawcę,0
jakoś pierwsza klasa ,0
bardzo dobry polecam,0
fajnie pierze ,0
dobry stosunek ceny do jakości,0
polecam,0
pierze ,0
wszystko zgodne z opisem polecamszybko i bezproblemowo,0
wszystko ok polecam,0
przyszła gama a miał być vizir zgodnie z opisem oferty na paragonie również widnieje słowo vizir,0
gacie pierze aż miło,0
ładnie pachnie,0
proszek bardzo dobrej jakości,0
szybko i sprawnie  polecam,0
polecam,0
działa,0
proszek super cena jeszcze lepsza polecam ,0
polecam,0
ok,0
ok,0
bardzo dobry sprawdzony,0
zawsze wszystko ok,0
wszystko ok,0
jakość ok i cena też polecam,0
piękny zapach super się rozpuszcza i na prawdę warto go kupić ,0
super,0
towar zgodny z opisem,0
proszek bardzo ładnie pachnie skutecznie usuwa plamy jestem pozytywnie zaskoczony,0
ok,0
super,0
polecam  ,0
nic nadzwyczajnego proszek jak to proszek niestety nie pachnie zbyt ładnie i słabo się pieni,0
produkt rewelacyjnypolecam,0
produkt super ,0
ekstra proszek,0
dobra jakość w niskiej cenie polecam,0
ok,0
bardzo dobrze pierze ten proszek,0
proszek jak proszek  rewelacji nie ma,0
"polecam
ok",0
bdb,0
polecam,0
dobry produkt,0
ok,0
dobrze zapakowany zapach przyjemny polecam,0
mega produkt spradzony ,0
super,0
super,0
polecam,0
ok,0
polecam,0
ok,0
produkt słabej jakosci ubrania słabo doprane przy większym zabrudzeniu nie radzi sobie drugi raz nie kupie ,0
do vizira trochę brakuje,0
polecam ,0
bardzo wydajny pozostawia ładny zapach dobrze radzi sobie z plamami jedna uwaga  to proszek to prania białego taka informacja jest na etykiecie,0
super,0
polecam w  ,0
ok,0
ok,0
"ładnie pachnie
dobra wydajność dopiera 
zwracam uwagę że proszek jest produkowany koło barcelony przez firmę bluesun na rynek europy zachodniej pod różnymi nazwami  na licencji vizir 
nie jest to proszek niemiecki  jest to wersja proszku na rynek niemiecki  co świadczy o jego jakości
proszek z tej fabryki nie jest produkowany na żaden kraj europy wschodniej  ",0
ok,0
wszystko ok,0
wszystko według opisu zgadza się polecam,0
dobry produkt polecam,0
ok polecam,0
polecam   ,0
jest dobrej jakości,0
dobrze pierze ale zapachowo lepszy persil,0
no cóż miało być wow a nawet przetarcia z błota na spodniach nie wyprał,0
super jakość za bardzo rozsądną cenę,0
super  bardzo dobry proszek,0
wszystko ok,0
super zapach,0
polecam,0
wszystko ok polecam,0
to jest naprawdę bardzo dobry proszek ,0
to nie jest vizir,0
proszek źle się rozpuszcza w dozowniku po praniu zawsze zostaje dość duża ilość proszku mam porównanie z prawdziwym vizirem i proszek gama z całą pewnością nawet koło viziru nie stał,0
było lepiej pod względem jakości proszku,0
nie wiem jak z jakością proszku ale nie jest to produkt niemiecki kod kreskowy wskazuje na hiszpanię więc opis wprowadza w błąd,0
nie pachnie jak vizir,0
produkt zgodny z opisem,0
ok,0
jak na swoją cenę to nie ma co wybrzydzać nie pozostawia białych śladów na ubraniu rozpuszcza się dobrze zapach taki sobie bardzo słaby,0
najlepszy proszek ever  ,0
super proszek,0
polecam,0
super proszek dobra jakość ,0
bardzo dobry proszek kupowany już kolejny raz sprawdza się ładnie pachnie i jest stosunkowo tani proszę nie przejmować się mniej znaną nazwą warto,0
jak vizir wydajny ,0
proszek na  sprostał moim oczekiwaniom cena za to rewelacyjna jakość do ceny  moje zadowolenie polecam,0
zrobiłem pranie i zero zapachu null mam nadzieję że się doprało,0
wszystko tak jak powinno byc,0
super cena,0
bardzo dobry proszek w dobrej cenie ,0
"używam od latnajlepszy w swojej klasie
",0
ok ,0
ok,0
bardzo dobry proszek w ekonomicznym opakowaniu polecam,0
polecam,0
super polecam,0
polecam proszek,0
najlepszy proszek w tym przedziale cenowym ,0
nie mam zastrzeżeń polecam,0
bardzo dobry proszek ,0
bardzo dobry proszek o przyjemnym zapachu i dobrej jakości prania do białego i kolorów w temp st,0
pięknie pachnie ,0
"nie polecam w porównaniu z naszym vizirem po prostu śmierdzi
",0
nie widzę jakiejkolwiek różnicy pomiędzy zakupionym tym proszkiem a o wiele droższymi a używałem już bardzo wiele wiadomo że jak coś jest bardzo bardzo bardzo  zabrudzone to trzeba i tak użyć innej chemii za te pieniądze super sprawa będę kupował regularnie ,0
tylko tego proszku używam na  osób starcza na  miesiące,0
bardzo wydajny wszystkie nawet te firmowe dostępne w polskich sklepach są bez porównania ubrania ładnie pachną brak problemów ze skórą u domowników polecam i na pewno znowu kupię ,0
korzystam od dawna i nie mam negatywnych uwag ok,0
stosuje od pewnego czasu jako zamiennik polskiego vizira i daje rade,0
składniki proszku gama do prania w ilości około  kg pozwalają na bardzo dobre właściwe pranie produkt zgodny z opisem klient jest zadowolony i kupił by ponownie ten produkt,0
pierze bardzo dobrze nie trzeba go dużo używać polecam,0
dobrze odpiera przy ogólnych zabrudzeniach większość plam również trwały zapach polecam,0
polecam dobra jakość za niską cenę,0
bardzo dobry proszek za przyzwoite pieniądze ,0
proszek bardzo ładnie uwalnia zapach po praniu nie noszone jeszcze po tygodniu pachną,0
spodziewałam się lepszego efektu prania ale ogólnie proszek spoko cena też więc na plus,0
jakość ok a przy tym cena za kg jest bardzo korzystna,0
dobry produkt w korzystnej cenie ,0
jak na cenę to  używamy tego proszku już kilka lat polecam,0
dobrze się pieni i ładnie pachnie,0
spełnia swoje funkcje polecam,0
proszek super mój ulubiony,0
to niestety nie jest już ten sam proszek co kiedyś dopierający smołę ale mimo wszystko spełnia swoją rolę polecam,0
jakość ok,0
polecam,0
nie wszystko się dopiera musze używać odplamiacza ale po za tym jest ok,0
bardzo dobry proszek fajny zapach,0
ok dopiera,0
opakowanie uszkodzone podczas transportu,0
proszek super z drogiego vizira przerzuciłam się na ten i nie żałuję ładnie pachnie i dopiera ubrania,0
ok,0
czekałam z opinią żeby przetestować jest bardzo dobry pranie pachnie dyskretnie i milodopiera wszelkie zszarzenia,0
dla mnie najlepszy,0
bardzo dobry proszek w przystępnej cenie nie warto przepłacać za firmowe proszki ten jest super,0
dobry niedrogi zapach łagodny,0
pierze nie sprząta nie prasuje  żart wszystko w najlepszym porządku ładnie pachnie,0
wszystko jest ok bardzo miła obsługaprodukt rewelacja bardzo dobrze pierze i utrzymuje długotrwały zapach,0
polecam,0
spełnia swoje zadanie w ,0
dla mnie bardzo dobry proszekładnie pachnie i jest bardzo wydajny,0
polecam produktlepszej jakości jak vizir,0
wszystko ok,0
od dawna w nim piorę i jest rewelacyjny,0
dobra jakość,0
super,0
ok,0
proszek dobrej jakości bardzo wydajny,0
ok,0
proszek do prania jest ok,0
dobrze dopiera,0
polecam ,0
wszystko w najlepszym porządku,0
dobra jakość polecam,0
polecam,0
jak zawsze super pierze ,0
bardzo dobra jakoś produktu polecam ,0
wszystko ok polecam,0
proszek do prania używam już kolejne opakowanie pierze nawet trudne plamy polecam,0
super,0
jakość i super cena polecam,0
super proszek za taką cenę to już mój kolejny zakup i  pewnością będą kolejne,0
super,0
ok,0
wszystko ok polecam,0
ok,0
zarówno nadaje się do białego jak i do kolorów nie uczula ,0
dobra cena za dobry produkt polecam ,0
polecam,0
polecam,0
dobra cena  polecam,0
dobry proszek,0
wszystko ok polecam,0
wszystko oki,0
polecam,0
jakość się różni od oryginalnego lecz nie jest zły ,0
polecam serdecznie  prawdziwy niemiecki proszek,0
wszystko ok,0
"ogólnie proszek bardzo fajny ale przyszedł 
uszkodzony karton przez co dosc sporo proszku się wysypało",0
bajka,0
bajka,0
towar używany wcześniejbardzo dobrej jakości,0
"proszek jest super 
jestem bardzo zadowolony z zakupu ",0
polecam,0
pierze sam zapach bez szału ,0
bardzo dobry produkt stosuję od dawna polecam wszystkim ktorzy cenią dobrze wyprane rzeczy,0
ok,0
super zapach duże wydajne opakowanie,0
bardzo dobry proszek,0
super polecam ładnie pachnie,0
polecam,0
super,0
dla mnie najlepszy proszek do prania kupuję tylko ten,0
proszek wysypany częściowo w kartonie zapach ładny,0
polecam,0
proszek super zarówno pod względem zapach jak i prania,0
jak dla mnie za intensywmy zapach mojej mamie odpowiada to rzecz gustu pierze ok,0
polecam,0
produkt zgodny z oczekiwanaiami oryginalny niemiecki proszek pieknie pachnie,0
polecam,0
ok,0
najlepszy proszek,0
kupiłam ten proszek po raz pierwszy i jestem mile zaskoczona bardzo dobrze dopiera ubrania ma przyjemny zapach płynu do płukania z tej serii proszek na pewno zostanie ze mną na dłużej polecam,0
super proszek  pięknie pachnie,0
super zapach super czystość,0
nie pachnie ladnie,0
proszki pięknie pachną dobrze dopierają ,0
ok,0
super jakość  polecam,0
bardzo intensywny zapach ładny ale za mocny i ma przeszkadza na szczęście dobrze odpiera,0
bardzo polecam ,0
ok,0
idealnie czyste a ten zapach magicznie,0
pieknie pachnie,0
ok,0
rewelacyjny proszę  polecam ,0
przepięknie pachnie polecam,0
wow super pachnie,0
polecam super pranie pachnie super,0
bardzo dobry produkt polecam,0
super proszek w dobrej cenie pranie pachnie kilka dni,0
super,0
"
rewelacja",0
pięknie pachnie  jestem zadowolona,0
piękny  zapach super jakość,0
kupowałam wcześniej niejednokrotnie ten proszek był super zapach a teraz mam wrażenie że ubrania uprane w tym proszku śmierdzą jakby były suszone na jakimś zatęchniętym strychu,0
ok,0
super proszek,0
polecam ,0
ok,0
super ,0
super,0
nawet pralki nie trzeba załączać a ubrania już są czyste,0
produkt zbrylony wilgoci złapał za dużo także przy nabieraniu trzeba skrobać zapachu niestety brak przy praniu także jakieś fiasko niestety a lenor zawsze był super także nie polecam bryza lepsza i tańsza na tą chwile żałuje zakupu,0
bardzo wydajny ładnie pachnie,0
świetny proszek,0
super produkt i śliczny zapachpolecam,0
niemiecka jakość lepsza nż polska jakośc produktów,0
piękny zapach,0
super zapach,0
duże opakowanie piękny przyjemny zapach łatwo rozpuszcza się nawet w zimnej wodzie bez problemu wypłukuje się z ubrań nie pozostawia śladów na ubraniach ale przyjemny zapach,0
polecam,0
super ładny zapach bardzo wydajny,0
polecam ,0
bardzo lubię ten proszek do prania ,0
pieknie pachnie  ,0
oryginalny niemiecki proszek piękny zapach wszystko w najlepszym porządku dobrze zabezpieczone opakowanie całe,0
mój ulubiony zapach  w połączeniu z płynem z tej samej serii zapach jest obłędny ,0
ok,0
zapakowane perfekcyjnie ale zawartość  szkoda słów  zawsze zamawiam proszki lenora i wiem doskonale jak pachną i wyglądają  nie wiem co to za proszek ale napewno nie lenor ,0
napisać że jest to kapitalny proszek to jak nie napisać nic co najważniejsze mamy tu produkt oryginalny a to oznacza trwały zapach i realną wagę zapach jest kapitalny w dodatku cena jak najbardziej przystępna ,0
dobry proszek,0
super  pieknie pachnie pranie jest czyste pachnące mięciutkie ,0
polecam ślicznie pachnie ,0
wyprane ubrania pięknie pachną proszek bardzo dobrze rozpuszcza się w wodzie i dobrze pieni się ,0
lekkie rozczarowanie jak na niemiecki proszek ten sam proszek kupiony w biedronce był lepszy ,0
super,0
polecam,0
super proszek fajny zapach niestety był zawilgocony przez co zbrylił się śle zużyjemy,0
polecam ,0
bardzo dobry proszek,0
super ,0
"najlepszy proszek
",0
super,0
skutecznie usuwa plamy zarówno na kolorowych jak i białych ubraniach nie niszczy tkaniny,0
ok,0
super ,0
bardzo ładnie pachnie dobrze dopiera,0
niemiecka jakość,0
super,0
rewelacyjny,0
ładny zapach dobrze dopiera,0
mega zapach ogromna skuteczność,0
polecam ,0
super ,0
produkty doskonały,0
polecam,0
dobrze dopiero i pięknie pachnie ,0
polecam,0
ok,0
ok,0
ładnie pachnie polecam,0
wspaniały zapach dobre właściwości piorące duże opakowanie pusty karton do segregacji same zalety,0
świetna jakość i piękny zapch nie potrzeba płynu do płukania,0
wspaniale pierze i pachnie,0
super niemiecka jakość nie to co badziew z naszych supermarketów ,0
polecam ,0
ok,0
super świeży zapach duże i wygodne opakowanie w dobrej cenie używamy od dłuższego czasu,0
polecam,0
jak w opisie ,0
super,0
jak najbardziej polecam ,0
przyjemny zapach,0
polecam,0
nie ma to jak proszek z niemiec polecam ,0
łądnie pachnie ale spodziwałam sie intsnsywniejszego zapachu ,0
b ładny zapach,0
świetny proszek polecam w   ,0
bardzo dobry i pięknie pachnie,0
dobra jakość za cenę bez intensywnego zapachu polecam ,0
dobra jakość za cenę nie ma intensywnego zapachu polecam ,0
ładnie pachnie dobrze spiera plamy,0
zważają na to jak ładnie pachnie płyn do płukania goldene orchidee wydawałoby się że proszek będzie równie pachnący i o ile pachnie w pudełku o tyle pranie już niekoniecznie dobra cena zważając na ilość prań,0
rewelacja pięknie pachnie nie trzeba płynu ,0
najlepszy proszek do  prania używam już od kilku lat zapach niesamowity ubrania czyste i pachnące serdecznie polecam ,0
polecam wspaniały zapach prania,0
zapach rewelacjadobry proszek polecam bardzo,0
ok,0
przyjemny delikatny zapach,0
produkt bardzo dobry ,0
ubrania bardzo ładnie pachną,0
proszek bardzo dobrej jakościpięknie pachnie i dopierapolecam,0
super proszek dobrze dopiero i pięknie pachnie ,0
super dobrze pierze i rewelacyjnie pachnie ,0
pięknie pachnie,0
ok,0
ekonomiczne opakowanie ładny zapach dobrze dopiera plamy,0
super pachnie i pierze,0
rewelacyjny produkt polecam,0
"bardzo intensywny piekny zapachsuperr polecam
zgodne z opisem",0
jak zawsze bez zarzutówchetnie wracam do tego użytkownika po zakupy,0
rewelacja,0
dla mnie najlepszy proszek do prania pięknie pachnie jest wydajny i dobrze dopiera polecam,0
polecam,0
proszek rewelacyjny polecam,0
piękny zapach przebija przez karton zobaczymy jak pranie będzie pachnieć ,0
super produkt,0
ok,0
ok,0
super zapach i skuteczność prania,0
wydajny  super zapach,0
piękny zapach i daje czyste pranie,0
polecam,0
super ,0
wielkie rozczarowanie dziś postanowiłam uprać w tym proszku żadnego zapachu po otwarciu pudełka i po praniu tym bardziej miałam ten proszek więc byłam pewna zapachu jaki będzie po wypraniu a tu nic tak jak ktoś napisał lepszy tańszy z biedronki,0
nie lubię tego proszku ubrania wyprane sa czyms pokryte w dotyku jakby były brudne nie pasuje mi tez zapach,0
jeden z lepszych proszków do prania spierze najgorszy brud,0
bardzo dobry proszek,0
polecam wszystko zgodne z opisem ,0
jeden z lepszych proszków ,0
świetny i wydajny,0
pięknie pierze i cudownie pachnie ,0
rewelacyjny,0
proszek jest bardzo wydajny pięknie pachnie i jednocześnie usuwa trudne do zmycia plamy np tłuszcz krew polecam,0
polecam,0
bardzo dobrze dopiera rzeczy i ma ładny zapach,0
mój najlepszy proszek polecam,0
sprawdza się,0
super jakość,0
rewelka nawet w niskich temp świetnie sobie radzi,0
wszystko ok polecam,0
ok,0
dobrze zapakowane pierwsze pranie pozwala na ocenę bardzo dobrą,0
dobry produkt stosuję już od kilku lat polecam,0
super produkt gorąco polecam,0
niezastąpiony od lat,0
produkt zgodny z opisem,0
kupiłam już kolejne opakowanie nie odbarwia dobrze pierze kupię znowu,0
polecam bardzo dobrej jakości proszek,0
polecam,0
polecam,0
produkt super jakości godny polecenia,0
ok,0
polecam,0
niezawodna skuteczność oryginalnego proszku,0
ok,0
ok,0
najlepszy,0
najlepszy proszek do praniagorąco polecam,0
gorąco polecam,0
polecam proszek ładnie pachnie i pranie jest czyściutkie bez plam,0
dobrze pierze dodatkowym plusem jest opakowanie w formie pudełka dzięki czemu proszek nie zajmuje dużo miejsca,0
opakowanie uszkodzone proszek zbierałem z podłogi,0
ok,0
ok,0
polecam,0
idealny,0
dobry proszek ale zapach wyciąganego z pralki prania nie jest tak przyjemny jak po innym proszku który niedawno stosowałam,0
pozytywnie,0
od kilku lat używam tylko ten proszek polecam ,0
polecam zeszły plamy z którymi inne proszki nie dawały rady,0
wszystko zgodnie z opisempolecam,0
bardzo dobry proszek polecam ,0
super jakość,0
ok porządnie zapakowane towar zgodny z opisem,0
super,0
wysoka jakoś dobra cena,0
zawsze używam ten proszek i nigdy się nie zawiodłam,0
super proszek wystarczy na długo,0
persil jak persil xd proszek pierwsza klasa tylko ten polecam duże pudło,0
jakość i wydajność super dobrze się wypłukuje,0
ok,0
polecam,0
polecam,0
polecam,0
super,0
produkt ok,0
super,0
rewelacja,0
super świeżość,0
czuć różnicę w stosunku do polskiego odpowiednika proszek przede wszystkim nie zbija się w grudy cały czas jest sypki bardzo ładnie pachnie,0
ok,0
prawdziwy de bardzo dobrze rozpuszcza się w tem  c  ,0
mega zapach i wydajność ,0
wydajny bardzo ładnie pachnie,0
dobry niemiecki proszek,0
super proszek,0
wszystko ok,0
dobry jakościowo proszekprzyjemny zapach,0
super ,0
polecam,0
znam produkt cenię za jakość dlatego używam,0
jestem rozczarowany  dostałem otwarte pudełka proszku  soli  płyny rozlane   paczka z zewnątrz prawidłowo zapakowana ale w środku kabaret ,0
produkt zgodny z opisem,0
bardzo dobry produkt,0
polecam ładnie pachnie,0
super,0
extra ,0
świetny ,0
dobry wydajny proszek nie zbryla się jak nasze,0
super,0
perfekcyjny,0
proszek jak proszek,0
ok,0
polecam,0
ok zgodnie z opisem,0
wszystko ok,0
ok,0
ok,0
pachnie,0
ok polecam,0
dobry proszek d ale nie różni się zbyt wiele od jego tańszych niemieckich odpowiedników,0
super spiera szczerze polecam,0
bardzo intensywnie pachnie w opakowaniu ,0
bardzo dobrej jakości proszek przyjemny zapach,0
najlepszy proszek do prania ,0
jestem od lat kilkunastu już bardzo zadowolona,0
polecam,0
kolejny raz go kupuję i jest bardzo wydajny ,0
intensywny zapach  dla mnie za mocny w porównaniu z vizirem dopiera lepiej,0
okej,0
super bardzo polecam,0
super polecam,0
petarda,0
ok,0
pozytywnie,0
bardzo wydajny i wystarczająco skuteczny,0
świetnie usuwa plamy polecam ,0
wszystko w porządku ,0
ok,0
super proszek skuteczny i wydajny polecam,0
świetny proszek,0
polecam proszek dobrze usuwa brud przyjemny zapach,0
ok,0
polecam,0
polecam,0
produkt zgodny z opisem  polecam,0
bardzo dobry produkt,0
super ,0
wszystko ok paczka cała,0
super ,0
najlepszy proszek,0
polecam,0
polecam w  ,0
proszek jest super,0
z wyglądu zapachu i konsystencji jest ok a czy będzie prał jak należy to wyjdzie z czasem,0
pierze a co ma robić ,0
kupiłam proszek i jestem zadowolona bardzo ładnie pachnie,0
oryginalny produkt zapach intensywny ,0
super zawsze od nich kupuję sprawdzony produkt ,0
super wydajny proszek polecam,0
proszek znakomitej jakości,0
pięknie pachnie bardzo dobry produkt,0
super proszek,0
super,0
bardzo dobry proszek,0
używam od lat i polecam,0
super,0
polecam,0
super,0
rewelacyjny kupuję od lat ostatnio zmieniłam na też popularny proszek ale wróciłam do tego pieknie pachnie i dobrze dopiera,0
otrzymując proszek nie miałam informacji że jest w takim stanie zapewne oklejony jest bo doszło do zamoczenia proszku troszkę się sypie ale na dole pewnie będzie zbrylony,0
słabo pierze w temp  stopni,0
ok,0
polecam produkt,0
super,0
super polecam,0
super produkt,0
bardzo dobry pachnący proszek piorę ubrania robocze dopiera naprawdę mocne zabrudzenia,0
ok,0
świetny produkt  cena i ilość prań,0
"doskonały proszek 
polecam",0
produkt oryginalny polecam,0
kupuję tylko ten proszek od jakiegoś czasu bo spełnił oczekiwania pierze jak należy pachnie ładnie na pewno znów go kupię i polecam innym,0
polecam,0
pierze,0
ok,0
wydajny dopiera nas nie uczula wszystko ok,0
 jestem zadowolona polecam,0
towar oryginalny niestety z niewiadomych powodów pudełko proszku zostało tak poklejone taśmą że po wyciągnięciu z paczki praktycznie wszystkie instrukcje były niewidoczne,0
polecam,0
rewelacja,0
mój ulubiony,0
super proszek,0
zakup zgodny z opisem,0
wszystko super   polecam ,0
towar zgodny z opisem polecam,0
proszek oryginalny niemiecki bardzo wysokiej jakości zdecydowanie polecam jego zakup,0
wszystko ok,0
wszystko w jak najlepszym porządku,0
produkt zgodny z opisem,0
wszystko ok polecam,0
genialny polecam w ,0
ok,0
polecam,0
polecam,0
jest super,0
dla mnie najlepszy,0
tragedia szkoda kasy na to g brak miarki pranie nie pachnie piorąc w tym proszku,0
jedyny proszek który dopiera krew po swiniobiciu,0
proszek ma silne właściwości wybielające kolory płowieją,0
uwaga  w biedronce po  zl p a tu wszedzie po  d,0
dobrze pierze i delikatnie pachnie zdecydowana zaleta zwłaszcza przy alergiach i nadwrażliwości na zapachy,0
z tą ilością prań to nigdy nie wiem o co chodzi przeciez jak zechcę to zrobię jedno pranie z całej paczki ale proszek rewelacja,0
opakowanie produktu było uszkodzone i proszek wysypał się w paczce ,0
jak tylko udało mi się kupić professional to innego nie używam,0
intensywny zapach długo utrzymujący się na odzieży polecam ,0
czyste ubrania i pachnące,0
dopiera i ładnie pachnie,0
polecam ,0
przyjemny zapach dopiera większość zabrudzeń nawet tych starach i zapranych chociaż troszkę się zdziwiłam że nie sprał się brud ze skarpetek dziecięcych dziecko uwielbia biegać w skarpetkach po mieszkaniu ale ogólnie zakupu nie żałuję i polecam,0
produkt ok ale z ceną to trochę kogoś poniosło identyczny w bied  po  zł więcej nie kupię,0
ok,0
świetny,0
proszek solidny dobrze się w nim pierze,0
ładnie pachnie,0
dopiero chyba wszystkie możliwe plamy i do tego pięknie pachnie,0
żona zadowolona,0
dobry proszek w dobrej cenie ubrania są doprane o przyjemnie pachną,0
wszystko ok,0
polecam,0
żona zadowolona,0
polecam,0
jest moc,0
persil jako jedyny nie powoduje uczuleń u dziecka,0
super,0
polecam wysoka jakość proszku,0
ładnie pachnie,0
najlepszy proszek,0
super jakość,0
super moc,0
proszek sprawdził się w praniu,0
ok,0
lubię ten proszek a zwłaszcza jak mogę go kupić w dobrej cenie,0
jakość proszku do koloru również jest wspaniała,0
polecam wszystkim super jakość i cena,0
polecam,0
polecam,0
polecam,0
wszystko zgodne z opisem  polecam,0
ok,0
bez zarzutu,0
polecam,0
super,0
warto jednak pisać że proszek jest pochodzenia polskiego,0
dobry proszek polecam,0
jetr ok,0
ok,0
super polecam,0
dobra cena bardzo dobrze dopiera plamy,0
proszek taki jak w opisie,0
ładnie pachnie,0
polecam ,0
zgodnie z opisem,0
o k,0
ok,0
bardzo dobry,0
jak to proszek persil,0
żona zadowolona,0
szybko i sprawnie polecam,0
wszystko ok polecam,0
bardzo dobry proszek,0
persil to persil,0
porządny proszek polecam wszystkim naprawde i ładnie pachnie oraz długo,0
nie pierwszy raz zakupiłam ten proszek polecam,0
waga się zgadza jakość również,0
dobry proszekpolecam,0
okpolecam,0
ok,0
bardzo dobry proszek,0
moim zdaniem jeden z najlepszych proszków kupuje od lat i polecam,0
polecam,0
dobry,0
super,0
polecam super proszek bardzo dobrze spełnia funkcję i zapach się długo utrzymuje,0
wszystko ok,0
wszystko ok,0
dobra cena  dobra jakość,0
polecam,0
ładnie pachnie dobrze dopiera,0
ok,0
"super pachnie super jakość w dobrej cenie
polecam",0
jak dla mnie ok lubię tą marke,0
polecam,0
najlepszy proszek do prania,0
polecam,0
ok,0
polecam,0
zgodnie z opisem polecam warto,0
ok,0
świetny proszek polecam każdemu ,0
polecam,0
ok,0
pierze jak żaden inny,0
ta firma to jakość sama w sobie,0
jeden z lepszych proszkow na rynku,0
piękny zapach polecam,0
fajny proszek jestem zadowolona,0
ok,0
bardzo dobry produkt polecam całym sercem,0
super jakość i efekt ,0
polecam,0
jakość lepsza  zapach dobrze rozpuszcza się  w wodzie  skuteczne pranie w  st ,0
ok,0
bardzo dobry,0
dobry proszek ,0
polecam,0
ok,0
ok,0
ok,0
ok,0
super,0
kod  czyli austria super dopiero,0
ok,0
ok,0
ok,0
