content,doubleQuality
polecam proszek bardzo dobrze dopiero ubrania,0
świetny zapach i wszystko do prane,0
proszek ładnie pachnie  nie daje rady sobie z ciężko zabrudzoną odzieżą,0
pięknie i intensywnie pachną dobrze piorą,0
nie spodziewałam się że za taką cenę jakość będzie ok polecam,0
ładnie pachnie pierze ok,0
po pierwszych praniach wydaje się być oknie zostawia śladów na ciemniejszych ubraniachma intensywny zapach cena super więc nie ma co przepłacać i kupować droższe proszki polecam,0
towar bardzo dobrej jakości nie zauważyłem jakiejś szczególnej różnicy w stosunku do proszków wiodących marek zapach i skuteczność bardzo ok za te pieniądze super polecam,0
jest okpo co przepłacaćskoro daje radę jak arielbęde go kupować odpiera,0
pachnący i piorący jad droższe polecam,0
ok dobrze dopiera,0
zapach bardzo intensywny  super polecam ,0
za taką cenę  rewelacja,0
kupuje od kilku lat ten produkt  nie widze różnicy miedzy drogimi i markowymi produktami    często piore więc po co przepłacać  polecam,0
dobra jakość za rozsądną cene,0
tani i dobry,0
dobra relacja cenajakość ale do markowych proszków trochę mu brakuje,0
inne opakowanie niż w miniaturce sam proszek ładnie pachnie ma kolorowe granulki za tą cenę jak najbardziej polecam ,0
ojciec prac dobry proszek,0
proszek bardzo ładnie pachnie ,0
może być ,0
polecam innym warto,0
najlepszy proszek jaki używałam ,0
super zapach ,0
proszek ok za tę cene nie ma się do czego przyczepic,0
nie mam tego produktu,0
super cena i jakosc ,0
mega zapach pachnie w całej łazience,0
dopiera ubrania ,0
fajny i wydajny ale w połowie paczki zapach się zmienia na szpitalny ,0
proszek spoko jakosc przedluza  cene nie widze roznicy miedzyczasie nim a innymi produktami,0
sprawdził się więc polecam,0
proszek dobrze pierze nie widzę różnicy w porównaniu z innymi proszkami średniej klasy,0
bardzo dobry proszek za rozsądne pieniądze ,0
dokładny ,0
polecam jak najbardziej nie odbiega od innych markowych proszków do prania i ładnie pachnie ,0
proszek ok  to na niego czekałam  ,0
zapach to nie kwiatki ale tanio i pierze ,0
pięknie pachnie i ładnie pierze,0
proszki ładnie pachną dobrze piorą granulacja proszku gęstsza niż w proszkach które do tej pory stosowałam polecam,0
bardzo cieszy mnie zakup lżej milej i pranie rewelacja ,0
dobry tani proszek,0
póki co okdobrze pierze i pachnie za te pieniadze ,0
niska cena i dopiera trochę śmierdzi ale po praniu nie czuć tego na ubraniach ,0
dobrze radzi sobie z trudnymi plamami ,0
zapach okropny w całym mieszkaniu ,0
byłoby  gdyby nie dziurawy worek,0
proszer rewelacja,0
super proszek kupuje od dłuższego czasu i nie mam na co narzekać ,0
proszek przeciętny  za tą cenę nie ma co narzekać ,0
bardzo dobry za tę cenę,0
proszek bez zarzutu  piorę w nim od roku,0
super proszek do prania w niskiej cenie jakość porównywalna z proszkami z wysokiej półki popularnych marek,0
genialny duża ilość za małe pieniądze trzeba odpowiednio dozować dopiera a to najważniejsze ,0
świetny proszek ładnie pachnie i świetnie pierze ,0
używamy  rok nizina bardzo zadowolona innych nie chce,0
proszek nie dopiera zwykłych zabrudzeń nienkupie go ponownie dodatkowo strasznie uczulił dziecko musiałam dokonać natychmiastowej zmiany,0
"pierze dobrze 
",0
bardzo dobry i tani ,0
ok nie jestem specjalistą od prania ale dopiera średnio zabrudzone zapach może być cena ok poprzednio kupiłem bryzę ale tamto to glina nie proszek ,0
proszek tani ale spełnia swoje ,0
jakosc taka sobieszalu nie ma ,0
ładnie się rozpuszcza ,0
używam go bardzo długo  jakieś  lat  wszystko wyprane  nie warto przepłacać   polecam,0
proszek za tą cenę jest super,0
bardzo polecam proszek robi robotę,0
jest ok dopiera ładnie nie zostawia smug i na długo pozostaje przyjemny zapach,0
dobrej jakoś produkt kupowałbym polskie jak by były w tak atrakcyjnych cenach za taką ilość ,0
uczulił córkę ,0
dobra jakość w niskiej cenie,0
pachnie super i pierze jak te z wysokiej półki,0
bardzo dobry proszek rewelacyjny zapach,0
dobry i tani proszek pierze jak trzeba nie zostawia żadnych śladów kupię ponownie,0
towar w  super ,0
proszek jak proszek nie dopiera jakoś super ale za tą cenę dobry,0
żona chwali sobie,0
nie czuję różnicy między tym proszkiem a proszkami z marketowych półek niemiecki to on raczej nie jest ale nie szkodzi jest tani i się sprawdza ,0
ładny zapachspiera trudne plamytani produktpolecam,0
super super,0
komfort i wygodapolecam,0
jestem zadowolona ,0
mało zapachu trzeba dodawać płyn i jest ok,0
nic specjalnego nie spiera wszystkiego drugi raz nie kupię choć tani,0
polecam niska cena dobra jakość,0
za tą cenę nie jest zły,0
proszek jest dobry nie widzę wad dodrze pierze jak za tą cenę produkt  jest ok,0
za tą cenę ok,0
w tej cenie godny poleceniakg,0
proszek nie jest zły ale zapach jest niezwykle i nieprzyjemnie intensywny,0
sprawdza się rozpuszcza dopiera,0
towar zgodny z oczekiwaniem,0
nie zauważyłem różnic między tym proszkiem a proszkami reklamowanych firm a jak nie widać różnicy to po co przepłacać,0
ładnie pachnie dobrze się rozpuszcza niewiedzę różnicy pomiędzy dotychczasowym proszkiem  dlatego polecam,0
mega,0
stosuję od dawna  dopiera wszystko ,0
beznadziejny  okropnie pachnie ,0
zapach jest super i proszek jest bardzo wydajny,0
daje rade polecam ,0
dobrze pierze jak do tej pory,0
dobra jakość w rozsądnej cenie,0
mimo dość intensywnego zapachu ubrania nie pachną ale są dobrze wyprane ,0
zapach jest bardzo wydajny dobrze pierze nie zostawia bialych smug,0
dobrze pierze dopiera nawet mocne plamy,0
daje radę ,0
wszystko ok ciuchy doprane zapach przyjemny zamawiam kolejne ,0
szybko i sprawnie towar bez zastrzeżeń,0
dobrze dopiera ładnie pachnie przystępna cena ,0
nie ma różnicy między tym proszkiem a popularnymi markami typu wizir czy ariel tak samo nie robi szału polecam,0
polecam proszek nie powoduje alergii skóry u dziecka które wcześniej po różnych proszkach  ją miało,0
tani dobry proszek do prania,0
jest ok ale nie do mocnych zabrudzeń ,0
dobrze dopiero polecam,0
najlepszy proszek jaki miałam dopiera pachnie wszystko super ,0
proszek bardzo dobrej jakościniska cena udane zakupy,0
fajny proszek naprawdę supernapewno jeszcze raz kupię polecam,0
proszek rewelacja  ładnie pachnie ,0
nie prałam jeszcze,0
bardzo fajny proszek dopiera brudne pranie i ładnie pachnie,0
tragiczny zostawia plamy na ubraniach zdecydowanie nie polecam,0
polecam jest dobry ale jak są większe plamy do końca nie dopiera,0
proszek do prania rewelacja,0
kosztował ,0
polecam lecz gdy wyciągnełam proszek z paczkomatu to niestety ale opakowanie pękło troche moze to wina przewozu ,0
pachnie intensywnie ale milo ok,0
proszek ma coś takiego w skladzie  że po kontakcie z raną na dłoni  okropnie piecze   przetestowałam i nie wiem czy wrócę do zakupu na ubraniach wogole go nie czuć ,0
proszek nie najgorszej jakości ładnie pachnie ,0
za tą cenę mega,0
jakośćcena  optimum,0
proszek ok cena super ,0
piękny zapach dobrze dopiera ,0
upakowane bardzo źle ,0
jak za taką cenę polecam ,0
przy dozowaniu wg wskazań na opakowaniu nie wypłukuje się z ubrań szczególnie to widać na ciemniejszych tkaninach nie dopiera zabrudzeń szczególnie z tłuszczu nawet niewielkich kropek z mleka zapach mizerny nie polecam jak dla mnie bardzo słaby produkt już nie kupię ,0
super polecam tani i dobry ,0
jeszcze nie prałem ale sam zapach przez karton mówi wszystko d megaaa pachnie ,0
zgodność z opisem,0
"intensywny zapach dobra cena z wad to to że słabo się pieni słabo zabrudzone rzeczy dopiera z trwalszymi plamami trzeba radzić sobie odplamiaczemndodanym do proszku 
mimo wszystko nawet swej ceny",0
rewelacyjny ,0
proszek dobrej jakości ładnie dopiera i pachnie ,0
proszek jest super dopiero nawet najcięższe zabrudzenia polecam ,0
na ,0
niestety różnica w praniu wydać na gorsze oczywiście,0
proszę pięknie pachnie już po otwarciu paczki ,0
dobry proszek nie widzę różnicy między puroxem a proszkiem z marketu persil czy e ,0
polecam czuć zapach przez opakowanie pranie pachnie świeżością ładnie go pralka ściąga z dozownika nie zostawia białego nalotu na ubraniach dobrze wyprał bieliznę i mocno zabrudzone ubrania inna jakość proszku ,0
ostatnio używam go stale w nowej pralce i jestem zadowolony,0
kupiłam już czwarty raz polecam pięknie pachnie i dobrze pierze,0
za taką cenę super,0
sredni,0
bardzo ładnie pachnie i na bardzo długo starcza,0
duża paka ładnied zapakowane,0
dobra cena  super proszek,0
kolejny zakup tego samego proszku a tym razem jakiś dziwny zapach dość nieprzyjemny wcześniej kupowany proszek pachniał pięknie i intensywnie na szczęście wyprane rzeczy są ok i nie czuć tego zapachu ,0
wydajny skuteczny zapach w worku jak dla mnie niezbyt ale samo pranie pachnie ładnie,0
dobry proszek ale bez rewelacji,0
bardzo dobry proszek zamawiam od kilku lat polecam,0
proszek bardzo dobry za tak niską cenę,0
jak za tę cenę wszystko ok,0
słaba jakość prania wymagane dodawanie innych proszków,0
ulubiony od lat,0
super i super cena ,0
ale powinien być lepiej zabezpieczony na czas transportu jeden z worków przyszedł rozerwany,0
jakosc taka sobie zapach nie powala ,0
za ta cene mysleże lepiej nie bedzie,0
jakość taka jak cena niska,0
dobrze pierze natomiast u nas wywołuje uczulenie na skórze,0
mocny zapach  samego proszku jednak po praniu ten zapach niemal zupełnie znika z ubrań jakość produktu dobra cena do jakości wypada korzystnie,0
bez większego szału proszek jak proszek nikogo nie uczula pierze w miarę dobrze no i jest go dużo jak na taką cenę ,0
proszek nie jest niemiecki ale dość dobry intensywnie pachnie za tę cenę warto kupić ,0
za te pieniądze może być pierze i nie pieni się tak jak inne,0
bardzo fajny i skuteczny proszek,0
super proszekpolecam,0
proszek bardzo przystępnej cenienie biorąc pod uwagę jego jakość oraz ilość którą otrzymujesz za daną cenę ,0
proszek zgodny z opisem objętościowo te  kg stanowi około  proszku  kg innego producenta jaki posiadam i jest  razy tańszy po kilku praniach w temperaturach  i  stopni stwierdzam że pierze dobrze i nie widać różnicy w porównaniu do droższego proszku pozytywne komentarze o tym proszku potwierdzam jest tani i dobry polecam,0
bardzo intensywny zapach,0
proszek znany mi wcześniej jest bardzo dobry,0
wszystko super polecam serdecznie,0
jaka kasa taki proszek,0
cena do jakościrewelacja,0
pierze bardzo dobrze,0
produkt zgodny z opisem kolejny raz kupiony,0
naprawdę fajny proszek dopiera nawet robocze rzeczy które nie należą do najczystrzych ,0
ładny zapach dobrze pierze polecam,0
proszek ładnie pachnie dość dobrze dopiera choć trzeba sypnąć więcej proszku cena dobra w stosunku do ilości,0
produkt marna jakość słabo się rozpuszcza obkleja krzyżak w moim przypadku musiałem wymienić krzyżak bo się rozsypał z tej firmy są super w żelu polecam,0
brak zastrzeżeń do jakości prania po mc więcej mogę  podać,0
bardzo dobry proszek ubrania dopierają się nie elektryzują nie zauważyłam żeby płowiały   w dodatku wyprodukowany w polsce,0
bardzo dobry tani proszek,0
fajnie pachnie jak na tą cene,0
bardzo ładnie i intensywnie pachnie,0
"proszek do którego zawsze chętnie wracam
nie ustępuje drogim proszkom do prania pięknie pachnie pierze do czysta i doskonale wypłukuje się z ubrań  żadnych smug piorę głównie ciemne ubrania i nie zauważyłam aby kolory blakły 
po raz kolejny jestem bardzo zadowolona ",0
za tą cenę rewela,0
produkt zgodny z opisem dobry proszek ,0
proszek tani a jakość super polecam gorąco mocny zapach ,0
bardzo fajny proszek pierze dobrze ,0
ładnie pachnie lecz przy praniu żadnego zapachu ,0
jak za tę cenę to świetny,0
super pierze  ale również pachnie pięknie,0
bardzo dobrze pierze pięknie pachnie ,0
co do proszku zrobił się mało intensywny zapach kiedyś bardziej było go czuć teraz jest bezpłciowy zapach co do prania dopiera normalnie ,0
dobrze pierzeładnie pachnie ale bardzo delikatnie i jest wydajnynie trzeba dużo sypać do dozownikapolecam innym praczom i praczkom,0
dobry choć dość krótko pachnie,0
wszystko  korzystnietroszkę czas oczekiwania jest dłuższy,0
bardzo wydajny i przyjemny zapach,0
"purox  bardzo ładnie pachnie długo utrzymuje się zapach
signum  dramat piorę w tym jakieś ścierki do podłogi czy wycieraczki żeby zużyć",0
bez zastrzeżeń dobrze pierze,0
tani świeży zapach niestety nie dopiera nieco trudniejszych plam,0
pierze przeciętnie bez rewelacji do prania ścierek więc może być ale do odzieży raczej nie polecam,0
pachnie ,0
dobry proszek w super cenie,0
za tą cene daje radę i to srogo ,0
dobrze dopiera ładnie pachnie polecam,0
gorąco polecam super proszek ,0
bardzo dobry proszek uzywan go  lata,0
warto kupić,0
proszek jak proszek pierze ale w ogóle się nie pieni cena adekwatna do jakości,0
bardzo wydajny do tego pranie ładnie pachnie,0
niestety proszek nie radzi sobie u nas z codziennymi plamami,0
kapsułki czasem się nie rozpuszczają,0
normalny proszek w bdb cenie polecam,0
słabo dopiera,0
ok  polecam ,0
bardzo ładnie intensywnie pachnie ,0
nie dopierazostaja plamy z proszku,0
produkt zgodny z opisem dobra cena do jakości  polecam ,0
"bardzo wydajny i ma przyjemny zapach 
",0
super dopiera i ladnie pachnie,0
bardzo dobry produkt w rozsądnej cenie,0
jakość jak i cena nie za wysoka,0
spoko dopiera,0
wszystko jak trzeba  polecam produkt ,0
wszystko zgodnie z opisem  szybko sprawnie bezproblemowo polecam,0
wydajny i skuteczny,0
średnia jakość dodatkowa gwiazdka za cenę,0
dobry bo tani ,0
super towar w dobrej cenieładny i trwały zapach,0
zapach ok cena ok ,0
bardzo dobry proszek rozpuszcza się już w  stopniach polecam ,0
jakości pierwsza produktu polecam ,0
bardzo dobre proszki polecam wszystkim zainteresowanym i pozdrawiam serdecznie ania ,0
ładnie i długo pachnie bardzo wydajny polecam,0
proszek dobry ładny zapach,0
czas na następny zakup proszek ok,0
wykonany super nie odbarwia kolorów polecę znajomym,0
od stycznia używam puroxa wcześniej ariel vizir dobrze pierze nie ma problemu z ubraniami po wypraniu,0
proszek ładnie pachnie ale nic po za tym ,0
polecsm bardzo,0
zadowolony      bo dostałem  koncetrat ,0
dobry  niedrogi  nieszkodliwy,0
intensywny zapach ale jeszcze nie prałem w nim więc nie mogę ocenić skuteczności prania,0
dobre właściwości piorące i zapach ,0
szybko sprawnie polecam,0
bardzo polecam ten proszek,0
super proszek używam od lat i bardzo dobrze się wszystko dopiera nie widzę sensu przepłacać jak można kupić purox ,0
dla mnie dobry jestem zadowolona,0
zapach intensywny polecam zamówię ponownie,0
proszek słabo się rozpuszcza jest bardzo ciężki stąd objętościowo nie ma go za wiele pomimo kg  słabo się pieni niszczy kolory odkąd go stosuje moje ciuchy znacznie wyblakły generalnie nie polecam za te pieniądze można kupić coś lepszego i bardziej ekonomicznego ,0
nie dopiera  ale z bidy może być ,0
naprawdę dobry proszek   szczerze polecam,0
super cena zamawiam już  opakowanie po pierwszym nie mam zastrzeżeń jak normalny proszek ze sklepu więc po co przepłacać,0
głównym atutem jest cena,0
proszek jest rewelacyjny,0
świetna jakość i przepięknie pachnie,0
wydajny i za tą cenę jak najbardziej wart zakupu,0
pierze jest ok zapach super,0
bardzo dobry proszek choć trzeba gu o dać trochę więcej bo się słabo pieni ale poza tym jest bardzo fajny i tani  polecam,0
sprawdzone już wcześniej  bardzo dobry produkt,0
proszek jest bardzo dobry nie odbiega niczym od innych droższych ładnie pachnie i do tego dobra cena polecam ,0
proszek purox color podobny do innych dostępnych w handlu objętościowo wyraźnie cięższy od przeciętnego dałbym  gwiazdki ale nie ma takiej opcji,0
cenajakość rewelacja,0
dobry proszek za niską cenę i to jeszcze  kilo ,0
proszek o dość intensywnym ale bardzo przyjemnym zapachu ,0
piękny zapach i świetna skuteczność,0
polecam proszek tani i dobry ,0
proszek jak za taką cenę jest bardzo dobry,0
proszek bardzo fajnie pachnie i dobrze dopiera polecam,0
przyjemny i dość intensywny zapach ekonomiczne dozowanie pytanie mam czy to jest proszek niemiecki ,0
super proszekdobrze pierze i ładnie pachniejest wydajnypolecam,0
bardzo fajny proszek ładnie pachnie,0
nie niszczy ubrań nadaje ładny zapach jestem zadowolona,0
proszek purox to najlepszy z najtańszych proszków do prania jaki stosowałem lepszy od wszystkich proszków dostępnych w marketach sprał ślady po trawie na moich ulubionych krótkich spodenkach z którymi większość proszków sobie nie poradziła ładnie pachnie polecam,0
kupuję po raz kolejny a to już coś znaczy  proszek dobry piorę rzeczy lekko zabrudzone mieszkam w bloku ładny zapach starcza na bardzo długo  wydajny dobra cena w stosunku do jakości,0
proszek świetny w dobrej cenie polecam,0
proszek kupuje już od jakiegoś czasu ma super zapach dopiera i moim zdaniem lepszy od tych markowych,0
cena adekwatna do jakości jeśli chodzi o pranie to pierze trzeba wsypać więcej produktu niż standardowo z większymi zabrudzeniami siebie nie radzi bardzo ładny zapach utrzymujący się na praniu ,0
wszystko na  polecam,0
w tej cenie super proszek,0
polecam szybko sprawnie i bezproblemowo,0
wszystko jest ok szybko i sprawnie zgodnie z opisem polecam serdecznie ,0
rewelacja jakość jak markowych proszków,0
polecam sprzedającego,0
polecam serdecznie ,0
bardzo dobry proszek za małe pieniądze,0
kupuję purox od roku dziwią mnie inne oceny niż rewelacja polecam z oczywistością jakość zapach  cena  super,0
średnio pierze ,0
super dopiera,0
szybko sprawnie ,0
wszystko jest ok ,0
dobry i tani najlepszy stosunek cenaprodukt ,0
dobry towar,0
bardzo ładnie pachnie dopiera lecz ma niedowagi  kg,0
proszek spełnia swoje zadanie,0
brak gratisu,0
wszystko w porządkupolecam ,0
proszek świetnie spełnia swoje zadanieradzi sobie z zabrudzeniami i plamamizapach ok,0
intensywność zapachu na plus skuteczność prania taka sobie,0
towar zgodny z opisem proszek super ładnie pachnie i najważniejsze usuwa brudne plamy gorąco polecam ,0
jest rewelacyjny,0
super pierze i ładnie pachnie,0
używam do roboczych ubrań działa jak należy za tą cenę,0
dobry proszek za tą cenę jak mocno zaplamione ciuchy trzeba sypnąć trochę więcej proszku ogólnie polecam ,0
fajny proszek polecam,0
najtańszy proszek,0
średnio na jeża,0
spoko zapach spiera plamy co najważniejsze skuteczny polecam,0
bez szału nie pachnie ładnie i lepiej kupić normalnie w sklepie,0
gorąco polecam każdemu sprawnie i szybko teraz tylko prac ,0
ekonomiczne opakowanie bardzo świeży i trwały zapach polecam,0
proszek bardzo przeciętny,0
totalny badziew szkoda kasy nie dopiera chyba że wsypiesz  kg proszku na jedno pranie w ogóle się nie pieni odradzam wszystkim którym zależy na czyściutkim praniu lepiej dołożyć i kupić lepszy,0
robi swoje niewiele kosztuje ,0
  wszystko   ok polecam                       ,0
fajna cenaładnie pachniedobrze pierze czego jeszcze chcieć ,0
proszek działa jak inne ani lepiej ani gorzejciekawe tylko skąd pomysł aby w opisie umieszczać wpis że to  niemiecki proszek,0
bardzo dobry proszek ładnie spiera zabrudzenia do plam wiadomo trzeba dodać odplamiacza odzież po praniu ładnie pachnie i jest delikatna pralka również ładnie pachnie po praniu gdzie po innych płynach zapach pralki był nieświeży po kilku dniach,0
dobry proszek ladnie dopiera,0
bardzo duży zapas w bardzo rozsądnej cenie testowałem kilka proszków o duzej wydajnosci i ten jak na razie ma najlepszy stosunek jakosci do ceny,0
super poecam,0
za tą cenę jak najbardziej ok nie wiem jak sobie daje radę ze sporymi zabrudzeniami moje są co najwyżej niewielkie ale na okresową przepierkę nadaje się idealnie nie zbryla się specjalnie może to kwestia odpowiedniego zabezpieczenia go przed dopływem wilgoci i prawie nie pieni się w pralce automatycznej,0
tani i dobry proszekpolecam,0
proszek jak najbardziej pieni się i pachnie ale niestety przeterminowany,0
ok polecam towar zgodny z opisem,0
pozytywna,0
ladny zapach pierze ,0
polceamładnie pachnieładnie dopiera warto,0
dobra jakość niska cena,0
towar godny polecenia i cenowo super polecam,0
super proszek i pięknie pachnie ,0
robi robotę ,0
dobry i ma dobrą cenę,0
kupuję proszek tej firmy już od jakiegoś czasu bardzo podoba mi się jego zapach pierze bardzo dobrze jestem zadowolony kolejny jaki jamówie na pewno będzie purox cena ok jakość prania bardzo dobra,0
proszek w porządku,0
ładnie pachnie nawet przez worek  ja nie mam problemu z tym  j a k  proszek pierze dopiera czy nie dopiera bo ja się w niczym nie tarzam nie siadam ani nawet nie wchodzę nigdzie gdzie mogłabym się wybrudzić i nie jem jak świnia więc nie plamię odzieży zatem nie tyle piorę co zwyczajnie odświeżam więc dopieranie jest dla mnie dość egzotycznym zjawiskiem wyjmuję części garderoby w takim stanie w jakim włożyłam tyle że przez jakieś dzień czy dwa pachną środkiem do prania zanim założę daną rzecz ponownie zapach i tak wietrzeje dla mnie istotne jest to żeby użyty środek był przeznaczony do prania jeszcze nigdy mi się nie zdarzyło żeby którykolwiek użyty przeze mnie na przestrzeni kilku dekad nie spełnił swojej roli ,0
zużyliśmy już kg  niczym nie ustępuje tym naszym dobrym a cena miażdży,0
proszek produkowany w polsce więc nie niemiecki zapach intensywny w pierwszej chwili wydaje się ładny może i się czepiam za taką cenę cóż można oczekiwać oczekiwałam tylko tego że przynajmniej będzie dopierał ubrania zawiodłam się  ,0
dobrze się rozpuszcza dobrze dopiera ma przyjemny zapach,0
wszysko ok bardzo polecam,0
mimo temperatury prania  stopni plamy z ubrań nie schodzą,0
ładnie pachnie dobrze pierze i ma rewelacyjną cene,0
polecam szybko solidnie produkt zgodny z opisem,0
rewelacja proszek bardzo dobrze dopiera i przy tym ładnie pachnie nie zostawia białego osadu  szczerze polecam,0
bardzo dobrą jakość za rozsądną cenę,0
ok produkt zgodny z opisem,0
proszek do odświeżenia ubrań z praniem słabo,0
nie polecam tego proszku jest bardzo słabej jakości zapach nieprzyjemny pranie jest bardzo twarde po wypraniu w ogóle nie czuć ,0
ocena ceny do jakości,0
polecam fajny produkt za dobra cenę,0
"slaba jakos nie  wypierze plam z trawy np 
nie mowiac o pomidorze cena jakosc",0
kupuje go zawszeładny zapachdopiera ubrania ,0
mimo ceny dopiera wcześniej nieusówalne plamy z błota itp pachnie bardzo przyjemnie jest bardziej miałki niż proszki z naszego kraju mniejsze granulki biały jest biały po praniu a nie szary chyba ma substancje zmiękczającą bo pranie jest po nim jak wypłukane w płynie zmiękczającym ,0
produkt w tej cenie ok,0
intensywny zapach  ładnie pierze,0
super jakość i cena ,0
"masakra nie proszek chciałem zaoszczędzić to mam 
w opakowaniu jest kg ale objętościowo odpowiada opakowaniu  kg wiodących producentów proszek jest jakby wilgotny więc przez to dużo cięższy dodatkowo jak się taki proszek przesieje przez sitko to zostają takie duże kryształy jakby sól gruboziarnista do zmywarki nigdy czegoś takiego nie widziałem wcześniej
zapach to rzecz gustu ale zawsze po praniu w całym mieszkaniu unosił się przyjemny zapach a po praniu tym proszkiem nic takiego nie ma jakoś nawet płyn do płukania nie pomaga
po praniu na ubraniach ciemnych zostawia taki szarawy osad nadruki na koszulkach wyblakły 
nigdy więcej oszczędzania na proszku wracam do wiodących marek",0
dobrze pierze  ładnie pachniepolecam,0
purox pierze lepiej jak niejeden markowy proszek ,0
totalny badziew szkoda pieniędzy ,0
moze byctroszke slabo dopiera ale za tę cenę to mega pranieogólnie polecam,0
ładny zapach ale nie z wszystkimi plamami sobie radzi a inne proszki tak na pewno bardzo korzystna cena,0
pięknie pachniedziękuję,0
produkt dobry dobrej jakości dobrze pierze w całym zakresie temperatur dla  osobowej rodziny starczył spokojnie na ponad  miesięcy,0
naprawdę dobra jakość ,0
dobry dopiera ładnie pachnie ,0
super proszek polecam ,0
super proszek ładnie pachnie i dobrze dopiera,0
bardzo mocny intensywny  zapach wydobywa się z proszku nie mozna wejść do łazienkiczuć go w całym mieszkaniu,0
dobry proszek niewielka cena zapewne wystarczy mi na długi czas ,0
relacja cenajakośćilość ładny zapach  super,0
proszek jak proszek pierze ,0
"
kiedy ze bracikiem będę misił łaciate prosinta wspomnę jaki to wzorcowy produkt polecam na  ",0
przykro mi kiepski,0
dobrej jakości proszek do prania,0
wszystko jak najlepiejpolecam,0
ok dobry proszek,0
wszystko w pożądku polecam pachnie dobrze pierze i tani jest,0
polecam wszystko ok ,0
wszystko dopiera i pięknie pachnie super jakość za niską cenę,0
ładnie pachnie dobrze spiera brud tylko co z tym gratisem,0
za te pieniądze to jak za darmo  zdecydowanie polecam,0
kupuje go ciągleładnie pachniei nie jest tak drogi wcale,0
ok ładnie pachnie,0
proszek nie niszczy tkanin dobrze dopiera i ładnie przy tym pachnie,0
piorę nim już  kilka lat i jestem zadowolony polecam,0
bardzo ładnie pachnie i do tego dobrze pierze jestem zadowolony po otwarciu opakowania i wyjsciu na godzinne zakupy po powrocie do domu zapach proszku było czuć w całym domu,0
najlepszy proszek w tej cenie,0
dobrze usuwa plamy dobrze się wypłukuje jeden minus łatwo przykleja się do zasobnika na proszek i pralka nie zawsze zabierze całą dawkę proszku,0
mierny produkt ok cena niska jednak proszek pozostawia plamy z detergentu na ubraniach nie zdarza się to nawet w tańszych marketowych markach,0
polecam szybko sprawnie,0
ok superpolecam,0
ladnie pachnie lecz po wypraniu nie czuc tego zapachu po kliku krotnym praniu kolory zaczynaja bleknac,0
po prostu nieźle pierze i ekstra pachnie,0
super proszek ładnie pachnie pierze jak inne droższe proszki więc po co przepłacać,0
niska cena jakość dobra ,0
to mój drugi zakup tego proszku polecam,0
wszystko ok pierze jak każdy inny średniej klasy polecam,0
woda nie może go spłukać z komory do pralkijak mokry piasekefekt prania mizerny,0
dopiera ladnie pachnie,0
bardzo dobry proszek super zachach ,0
świetny pachnie idealny,0
zadowolona polecam   ,0
proszek purox bardzo dobrze wypiera,0
odbarwia tkaniny po kilku praniach,0
slaby proszek ,0
po raz kolejny jestem zadowolony,0
tani i bardzo dobry proszek do prania ,0
nie ma problemy piorąc w automatycznej pralce  polecam,0
wszystko ok polecam sklep dziekuje,0
super produkt profesjonalny serwis dziekuje i polecam,0
towar godny polecenia,0
zamawiam ten proszek któryś raz z rzędu i tym razem jest lekko zbrylony w środku  chyba dostała się wilgoć do środka natomiast proszek bardzo ładnie intensywnie pachnie jest skuteczny,0
proszek bardzo ładnie pachnie jeżeli chodzi o usuwanie plam ,0
proszek do koloru jak najbardziej pozostawia ładny zapach i dobrze się wypłukuje,0
dobra jakość nie zostawia smug na ubraniu polecam,0
polecam  szybka przesylka i super jakosc proszku ,0
w mojej ocenie dobry produkt w dobrej cenie,0
intensywnie pachnie oraz bardzo dobrze rozpuszcza się w wodzie polecam,0
proszek bardzo dobry super zapachbardzo dobrze pierze,0
kupowałem  razy wszystko ok,0
wszytsko ok,0
rewelacyjny polecam ,0
ok ok ok,0
proszek nie ma  żadnego zapachu i w ogóle się nie pieni pozostawia brudne ubrania,0
soda oczyszczona  beznadziejny,0
ekonomiczne opakowanie starcza na długo dość mocny zapach  polecam tym którzy tak jak ja lubią kiedy w domu pachnie świeżym praniem ,0
naprawdę porządny proszek do prania  polecam uwaga tego proszku sypie się znacznie mniej niż standardowe proszki  ,0
proszek bardzo dobrej jakości bardzo fajnie dopiera nawet naprawdę brudne rzeczy ma bardzo przyjemny zapach można spokojnie używać bez płynów do płukania ,0
proszek bardzo wydajny bardzo dobrze dopiera nawet zaschnięte plamy wiodące proszki na rynku polskim nie mają z nim szans to już mój kolejny zakup nie zamienię na inny ,0
proszek ok ale opakowanie rozdarte zawinięte w folię,0
proszek taki ciężki jakby był w nim piasek  i to jest całkiem możliwe  bo nie topiera,0
fajny delikatny zapach ale to proszek tylko do odświeżania ubrań jeśli coś jest faktycznie brudne to się nie spiera żadne plamy nie schodzą słabo się wypłukuje,0
ok bardzo intensywny zapach proszku w opakowaniu nawet przez zamknięty worek,0
dużo taniego proszkudobrze pierze ale zero zapachu ,0
zwykła dosia jest dużo lepsza od tego proszku nie dopiera tłusych plam i w ogóle pranie jest do poprawkilepiej dopłacić i kupić lepszy,0
solida jakość wydajny,0
rewelacyjna jakość polecam każdemu kto szuka skutecznie proszku do białych skarpet przede wszystkim ,0
dopiero wypróbuję ale polegam na opiniach użytkowników,0
pięknie wybiela,0
dobrej jakości proszek do prania wydajny mocno skoncentrowany,0
